,customer_id,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,RFM_Score,customer_category,state,age_range
3254,3450,98,6,5577.06,4,3,1,431,Silver,NSW,"(36.75, 54.5]"
1963,2076,19,8,5576.17,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
2731,2879,14,8,5572.110000000001,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
3045,3217,8,11,5564.080000000001,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
1946,2055,0,9,5563.63,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
41,48,82,8,5561.08,3,1,1,311,Gold,NSW,"(36.75, 54.5]"
2735,2883,49,7,5553.21,3,2,1,321,Gold,NSW,"(36.75, 54.5]"
2782,2936,59,7,5550.620000000001,3,2,1,321,Gold,NSW,"(54.5, 72.25]"
3284,3482,27,8,5549.589999999999,2,1,1,211,Platinum,NSW,"(36.75, 54.5]"
818,868,83,6,5534.830000000001,3,3,1,331,Gold,NSW,"(36.75, 54.5]"
3064,3240,38,10,5534.52,2,1,1,211,Platinum,QLD,"(36.75, 54.5]"
142,153,64,7,5522.51,3,2,1,321,Gold,QLD,"(36.75, 54.5]"
1209,1282,38,8,5521.41,2,1,1,211,Platinum,NSW,"(36.75, 54.5]"
1939,2048,57,7,5517.21,3,2,1,321,Gold,VIC,"(36.75, 54.5]"
633,669,8,11,5513.280000000001,1,1,1,111,Diamond,QLD,"(36.75, 54.5]"
274,294,115,7,5509.67,4,2,1,421,Silver,QLD,"(54.5, 72.25]"
1350,1428,15,10,5508.8,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
2512,2654,108,9,5504.95,4,1,1,411,Silver,NSW,"(36.75, 54.5]"
2918,3081,106,6,5502.82,4,3,1,431,Silver,NSW,"(36.75, 54.5]"
880,935,53,7,5502.110000000001,3,2,1,321,Gold,QLD,"(54.5, 72.25]"
2419,2555,1,5,5495.54,1,3,1,131,Diamond,VIC,"(18.929, 36.75]"
122,131,205,6,5494.910000000001,4,3,1,431,Silver,QLD,"(36.75, 54.5]"
1144,1213,69,7,5490.289999999999,3,2,1,321,Gold,QLD,"(18.929, 36.75]"
1232,1306,12,6,5486.099999999999,1,3,1,131,Diamond,NSW,"(54.5, 72.25]"
2452,2590,50,6,5483.0,3,3,1,331,Gold,QLD,"(36.75, 54.5]"
2022,2138,29,8,5474.0199999999995,2,1,1,211,Platinum,VIC,"(18.929, 36.75]"
2676,2822,11,9,5473.669999999999,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
3213,3406,46,10,5463.64,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
2653,2799,29,8,5460.14,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
2288,2418,2,7,5457.09,1,2,1,121,Diamond,QLD,"(18.929, 36.75]"
1214,1287,67,7,5456.969999999999,3,2,1,321,Gold,NSW,"(36.75, 54.5]"
2260,2386,12,7,5453.86,1,2,1,121,Diamond,NSW,"(18.929, 36.75]"
373,394,45,8,5445.46,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
1186,1258,52,8,5441.22,3,1,1,311,Gold,VIC,"(54.5, 72.25]"
1578,1667,76,7,5432.4,3,2,1,321,Gold,QLD,"(54.5, 72.25]"
644,682,20,7,5428.9400000000005,2,2,1,221,Platinum,VIC,"(54.5, 72.25]"
1326,1404,7,10,5426.7,1,1,1,111,Diamond,VIC,"(18.929, 36.75]"
45,52,4,6,5417.83,1,3,1,131,Diamond,VIC,"(54.5, 72.25]"
2315,2446,71,7,5417.47,3,2,1,321,Gold,VIC,"(54.5, 72.25]"
170,182,13,7,5409.120000000001,1,2,1,121,Diamond,NSW,"(36.75, 54.5]"
2054,2172,29,4,5407.150000000001,2,4,1,241,Gold,NSW,"(36.75, 54.5]"
2148,2269,47,7,5404.639999999999,3,2,1,321,Gold,VIC,"(36.75, 54.5]"
603,637,7,13,5402.469999999999,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
2835,2993,9,8,5400.879999999999,1,1,1,111,Diamond,NSW,"(54.5, 72.25]"
1468,1552,99,5,5400.32,4,3,1,431,Silver,NSW,"(18.929, 36.75]"
1357,1435,33,7,5393.83,2,2,1,221,Platinum,NSW,"(18.929, 36.75]"
635,671,62,6,5393.05,3,3,1,331,Gold,QLD,"(36.75, 54.5]"
863,917,35,8,5392.889999999999,2,1,1,211,Platinum,VIC,"(36.75, 54.5]"
707,750,58,6,5391.71,3,3,1,331,Gold,QLD,"(54.5, 72.25]"
2262,2388,113,7,5387.65,4,2,1,421,Silver,NSW,"(18.929, 36.75]"
502,533,2,6,5387.05,1,3,1,131,Diamond,VIC,"(36.75, 54.5]"
940,1000,0,9,5383.48,1,1,1,111,Diamond,NSW,"(18.929, 36.75]"
2023,2139,60,5,5380.679999999999,3,3,1,331,Gold,VIC,"(18.929, 36.75]"
2139,2260,17,6,5378.6,1,3,1,131,Diamond,NSW,"(18.929, 36.75]"
2709,2857,113,6,5373.63,4,3,1,431,Silver,VIC,"(36.75, 54.5]"
2591,2737,5,9,5371.570000000001,1,1,1,111,Diamond,NSW,"(18.929, 36.75]"
425,446,52,8,5363.299999999999,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
1593,1682,82,6,5354.43,3,3,1,331,Gold,VIC,"(54.5, 72.25]"
1528,1615,55,6,5353.570000000001,3,3,1,331,Gold,NSW,"(18.929, 36.75]"
1253,1328,0,7,5351.58,1,2,1,121,Diamond,NSW,"(18.929, 36.75]"
1893,2001,86,8,5347.87,4,1,1,411,Silver,NSW,"(36.75, 54.5]"
1228,1302,29,13,5336.730000000001,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
19,25,5,12,5333.660000000001,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
177,189,3,5,5329.98,1,3,1,131,Diamond,QLD,"(18.929, 36.75]"
1486,1570,33,9,5321.299999999999,2,1,1,211,Platinum,VIC,"(18.929, 36.75]"
2510,2652,23,5,5319.91,2,3,1,231,Platinum,NSW,"(36.75, 54.5]"
216,230,36,11,5319.630000000001,2,1,1,211,Platinum,QLD,"(36.75, 54.5]"
2580,2726,27,10,5318.750000000001,2,1,1,211,Platinum,VIC,"(36.75, 54.5]"
3196,3387,82,8,5318.6900000000005,3,1,1,311,Gold,VIC,"(54.5, 72.25]"
3014,3184,68,8,5310.300000000001,3,1,1,311,Gold,VIC,"(18.929, 36.75]"
943,1003,47,9,5300.380000000001,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
2248,2374,14,7,5300.04,1,2,1,121,Diamond,VIC,"(18.929, 36.75]"
310,330,107,6,5296.8,4,3,1,431,Silver,QLD,"(18.929, 36.75]"
1067,1133,17,7,5295.09,1,2,1,121,Diamond,QLD,"(54.5, 72.25]"
61,69,20,6,5294.750000000001,2,3,1,231,Platinum,VIC,"(54.5, 72.25]"
27,33,38,7,5294.27,2,2,1,221,Platinum,NSW,"(36.75, 54.5]"
856,909,189,5,5289.220000000001,4,3,1,431,Silver,NSW,"(54.5, 72.25]"
278,298,8,10,5285.59,1,1,1,111,Diamond,NSW,"(18.929, 36.75]"
2717,2865,0,7,5283.910000000001,1,2,1,121,Diamond,QLD,"(54.5, 72.25]"
2583,2729,6,6,5280.35,1,3,1,131,Diamond,NSW,"(18.929, 36.75]"
613,647,42,9,5279.1900000000005,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
2678,2824,122,6,5278.02,4,3,1,431,Silver,VIC,"(54.5, 72.25]"
353,374,13,6,5271.75,1,3,1,131,Diamond,NSW,"(36.75, 54.5]"
1994,2109,2,8,5263.130000000001,1,1,1,111,Diamond,QLD,"(36.75, 54.5]"
978,1039,52,7,5259.0,3,2,1,321,Gold,QLD,"(18.929, 36.75]"
2026,2142,81,7,5258.120000000001,3,2,1,321,Gold,QLD,"(18.929, 36.75]"
2028,2144,67,8,5253.88,3,1,1,311,Gold,QLD,"(18.929, 36.75]"
835,887,39,8,5247.44,2,1,1,211,Platinum,VIC,"(36.75, 54.5]"
3116,3295,19,8,5246.609999999999,2,1,1,211,Platinum,VIC,"(54.5, 72.25]"
83,91,9,8,5242.410000000001,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
2169,2290,72,6,5235.79,3,3,1,331,Gold,VIC,"(36.75, 54.5]"
1054,1119,98,7,5235.710000000001,4,2,1,421,Silver,VIC,"(36.75, 54.5]"
2254,2380,42,7,5231.29,2,2,1,221,Platinum,NSW,"(36.75, 54.5]"
1655,1750,55,6,5227.98,3,3,1,331,Gold,VIC,"(36.75, 54.5]"
1936,2045,55,9,5224.6900000000005,3,1,1,311,Gold,NSW,"(36.75, 54.5]"
1412,1494,18,10,5221.26,2,1,1,211,Platinum,QLD,"(36.75, 54.5]"
364,385,78,9,5220.5199999999995,3,1,1,311,Gold,VIC,"(36.75, 54.5]"
2273,2400,19,8,5205.75,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
2607,2753,67,11,5203.18,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
1297,1374,39,8,5196.33,2,1,1,211,Platinum,QLD,"(18.929, 36.75]"
323,343,103,9,5193.5599999999995,4,1,1,411,Silver,NSW,"(18.929, 36.75]"
611,645,116,7,5192.720000000001,4,2,1,421,Silver,QLD,"(54.5, 72.25]"
896,953,11,9,5191.52,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
2662,2808,6,5,5190.910000000001,1,3,1,131,Diamond,VIC,"(36.75, 54.5]"
1754,1853,26,9,5184.76,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
928,987,22,8,5180.259999999999,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
2495,2635,68,8,5178.5599999999995,3,1,1,311,Gold,NSW,"(36.75, 54.5]"
2490,2629,44,6,5174.88,2,3,1,231,Platinum,NSW,"(18.929, 36.75]"
1072,1138,124,6,5174.44,4,3,1,431,Silver,QLD,"(54.5, 72.25]"
1467,1551,22,7,5171.889999999999,2,2,1,221,Platinum,NSW,"(18.929, 36.75]"
1270,1345,43,6,5170.950000000001,2,3,1,231,Platinum,NSW,"(36.75, 54.5]"
3001,3168,91,4,5170.51,4,4,1,441,Bronze,NSW,"(18.929, 36.75]"
2844,3003,111,9,5168.139999999999,4,1,1,411,Silver,NSW,"(18.929, 36.75]"
1111,1178,44,8,5167.23,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
1751,1850,44,7,5159.72,2,2,1,221,Platinum,QLD,"(36.75, 54.5]"
1990,2105,23,5,5155.91,2,3,1,231,Platinum,QLD,"(36.75, 54.5]"
2999,3166,47,7,5155.629999999999,3,2,1,321,Gold,NSW,"(18.929, 36.75]"
2149,2270,129,5,5154.68,4,3,1,431,Silver,VIC,"(36.75, 54.5]"
1218,1291,16,7,5147.26,1,2,1,121,Diamond,NSW,"(18.929, 36.75]"
2067,2185,136,7,5144.360000000001,4,2,1,421,Silver,NSW,"(18.929, 36.75]"
3271,3467,5,6,5135.0,1,3,1,131,Diamond,QLD,"(18.929, 36.75]"
1914,2023,13,10,5132.78,1,1,1,111,Diamond,QLD,"(36.75, 54.5]"
1173,1243,70,10,5127.430000000001,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
50,57,35,6,5117.96,2,3,1,231,Platinum,QLD,"(18.929, 36.75]"
411,432,21,8,5110.170000000001,2,1,1,211,Platinum,NSW,"(36.75, 54.5]"
2302,2433,26,10,5108.66,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
1815,1917,28,7,5107.25,2,2,1,221,Platinum,VIC,"(36.75, 54.5]"
1849,1954,100,9,5105.49,4,1,1,411,Silver,NSW,"(18.929, 36.75]"
1453,1537,26,9,5101.549999999999,2,1,1,211,Platinum,VIC,"(54.5, 72.25]"
1255,1330,75,6,5101.12,3,3,1,331,Gold,NSW,"(36.75, 54.5]"
2083,2202,58,10,5090.610000000001,3,1,1,311,Gold,QLD,"(54.5, 72.25]"
1634,1726,9,8,5084.42,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
1444,1528,75,7,5083.41,3,2,1,321,Gold,NSW,"(18.929, 36.75]"
2615,2761,7,9,5082.02,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
769,815,27,6,5081.300000000001,2,3,1,231,Platinum,VIC,"(36.75, 54.5]"
1852,1957,19,10,5079.910000000001,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
2186,2308,13,9,5077.969999999999,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
2033,2149,11,9,5077.1,1,1,1,111,Diamond,VIC,"(54.5, 72.25]"
1257,1332,31,8,5075.61,2,1,1,211,Platinum,NSW,"(36.75, 54.5]"
1581,1670,60,9,5073.959999999999,3,1,1,311,Gold,QLD,"(54.5, 72.25]"
682,724,23,8,5073.2699999999995,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
722,765,24,10,5070.620000000001,2,1,1,211,Platinum,QLD,"(36.75, 54.5]"
726,769,19,8,5070.24,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
339,360,8,5,5070.23,1,3,1,131,Diamond,NSW,"(36.75, 54.5]"
1112,1179,7,4,5068.44,1,4,1,141,Diamond,NSW,"(54.5, 72.25]"
3105,3283,0,7,5058.9,1,2,1,121,Diamond,NSW,"(36.75, 54.5]"
2740,2888,29,6,5055.73,2,3,1,231,Platinum,VIC,"(54.5, 72.25]"
2173,2294,73,7,5050.259999999999,3,2,1,321,Gold,NSW,"(36.75, 54.5]"
2894,3057,28,7,5049.14,2,2,1,221,Platinum,NSW,"(36.75, 54.5]"
961,1021,28,8,5048.259999999999,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
2703,2850,7,8,5043.07,1,1,1,111,Diamond,VIC,"(18.929, 36.75]"
1682,1779,129,6,5042.0,4,3,1,431,Silver,VIC,"(54.5, 72.25]"
2938,3103,59,8,5040.88,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
1091,1157,85,7,5037.459999999999,3,2,1,321,Gold,NSW,"(54.5, 72.25]"
1704,1802,13,8,5035.800000000001,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
3184,3374,1,4,5034.57,1,4,1,141,Diamond,QLD,"(36.75, 54.5]"
136,147,34,6,5034.16,2,3,1,231,Platinum,QLD,"(36.75, 54.5]"
1199,1272,24,10,5029.130000000001,2,1,1,211,Platinum,NSW,"(36.75, 54.5]"
651,692,50,9,5027.49,3,1,1,311,Gold,NSW,"(36.75, 54.5]"
398,419,14,7,5027.369999999999,1,2,1,121,Diamond,QLD,"(36.75, 54.5]"
571,605,2,8,5025.640000000001,1,1,1,111,Diamond,NSW,"(18.929, 36.75]"
1037,1102,21,8,5025.4400000000005,2,1,1,211,Platinum,QLD,"(36.75, 54.5]"
371,392,101,7,5025.310000000001,4,2,1,421,Silver,NSW,"(18.929, 36.75]"
1694,1792,6,10,5020.67,1,1,1,111,Diamond,VIC,"(54.5, 72.25]"
378,399,49,6,5020.5,3,3,1,331,Gold,NSW,"(54.5, 72.25]"
1781,1881,35,7,5018.9800000000005,2,2,1,221,Platinum,VIC,"(36.75, 54.5]"
2829,2986,28,9,5017.74,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
1373,1451,31,7,5017.329999999999,2,2,1,221,Platinum,VIC,"(54.5, 72.25]"
1162,1232,4,9,5011.900000000001,1,1,1,111,Diamond,NSW,"(18.929, 36.75]"
1391,1472,69,7,5011.4,3,2,1,321,Gold,NSW,"(36.75, 54.5]"
1948,2057,16,6,5006.98,1,3,1,131,Diamond,NSW,"(18.929, 36.75]"
350,371,9,5,5004.52,1,3,1,131,Diamond,NSW,"(36.75, 54.5]"
1365,1443,44,10,5004.26,2,1,1,211,Platinum,NSW,"(36.75, 54.5]"
292,312,13,6,5001.71,1,3,1,131,Diamond,NSW,"(54.5, 72.25]"
3011,3181,9,6,5001.0,1,3,1,131,Diamond,VIC,"(18.929, 36.75]"
1154,1224,47,8,4988.3099999999995,3,1,1,311,Gold,QLD,"(36.75, 54.5]"
470,498,7,7,4982.41,1,2,1,121,Diamond,NSW,"(54.5, 72.25]"
67,75,60,8,4979.94,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
1690,1788,29,9,4979.389999999999,2,1,1,211,Platinum,VIC,"(54.5, 72.25]"
1726,1825,40,6,4977.7699999999995,2,3,1,231,Platinum,QLD,"(18.929, 36.75]"
1653,1748,2,10,4973.950000000001,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
1487,1571,3,4,4968.78,1,4,1,141,Diamond,VIC,"(18.929, 36.75]"
383,404,18,9,4965.7,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
1607,1698,32,8,4965.679999999999,2,1,1,211,Platinum,VIC,"(54.5, 72.25]"
381,402,56,6,4965.429999999999,3,3,1,331,Gold,NSW,"(54.5, 72.25]"
2234,2360,27,6,4962.2,2,3,1,231,Platinum,NSW,"(18.929, 36.75]"
1695,1793,60,6,4960.36,3,3,1,331,Gold,VIC,"(54.5, 72.25]"
1912,2020,43,7,4959.639999999999,2,2,1,221,Platinum,QLD,"(36.75, 54.5]"
2340,2474,64,7,4958.1,3,2,1,321,Gold,VIC,"(36.75, 54.5]"
2127,2247,29,7,4957.3,2,2,1,221,Platinum,VIC,"(54.5, 72.25]"
1602,1693,75,7,4956.61,3,2,1,321,Gold,NSW,"(54.5, 72.25]"
3301,3499,51,7,4955.25,3,2,1,321,Gold,NSW,"(36.75, 54.5]"
2729,2877,41,9,4947.27,2,1,1,211,Platinum,VIC,"(36.75, 54.5]"
3269,3465,72,10,4946.67,3,1,1,311,Gold,QLD,"(18.929, 36.75]"
1944,2053,5,6,4941.179999999999,1,3,1,131,Diamond,VIC,"(36.75, 54.5]"
2038,2155,19,12,4940.239999999999,2,1,1,211,Platinum,VIC,"(18.929, 36.75]"
1322,1400,56,7,4939.11,3,2,1,321,Gold,NSW,"(36.75, 54.5]"
1556,1644,22,7,4938.15,2,2,1,221,Platinum,VIC,"(36.75, 54.5]"
264,283,91,6,4926.57,4,3,1,431,Silver,NSW,"(36.75, 54.5]"
55,62,5,6,4920.879999999999,1,3,1,131,Diamond,QLD,"(18.929, 36.75]"
3117,3296,64,11,4920.72,3,1,1,311,Gold,VIC,"(36.75, 54.5]"
2481,2620,30,8,4919.549999999999,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
826,877,17,9,4918.87,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
2961,3126,40,8,4916.639999999999,2,1,1,211,Platinum,VIC,"(54.5, 72.25]"
2940,3105,10,6,4916.08,1,3,1,131,Diamond,QLD,"(54.5, 72.25]"
459,486,91,5,4915.77,4,3,1,431,Silver,NSW,"(18.929, 36.75]"
233,247,112,7,4913.16,4,2,1,421,Silver,NSW,"(36.75, 54.5]"
89,97,102,8,4911.209999999999,4,1,1,411,Silver,NSW,"(36.75, 54.5]"
1823,1926,5,5,4911.09,1,3,1,131,Diamond,VIC,"(36.75, 54.5]"
2594,2740,26,8,4905.530000000001,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
86,94,33,7,4902.21,2,2,1,221,Platinum,NSW,"(36.75, 54.5]"
879,934,0,8,4899.6,1,1,1,111,Diamond,QLD,"(54.5, 72.25]"
2669,2815,27,9,4895.82,2,1,1,211,Platinum,NSW,"(36.75, 54.5]"
2456,2594,91,6,4895.55,4,3,1,431,Silver,NSW,"(36.75, 54.5]"
3134,3315,1,7,4892.17,1,2,1,121,Diamond,NSW,"(36.75, 54.5]"
1509,1595,77,7,4891.75,3,2,1,321,Gold,NSW,"(18.929, 36.75]"
1092,1158,2,7,4888.97,1,2,1,121,Diamond,VIC,"(36.75, 54.5]"
2090,2210,27,9,4888.71,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
2990,3157,10,8,4886.130000000001,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
1721,1820,35,9,4883.789999999999,2,1,1,211,Platinum,QLD,"(18.929, 36.75]"
844,897,98,7,4883.1,4,2,1,421,Silver,NSW,"(36.75, 54.5]"
1300,1378,12,6,4881.55,1,3,1,131,Diamond,QLD,"(18.929, 36.75]"
2393,2528,25,7,4870.349999999999,2,2,1,221,Platinum,VIC,"(54.5, 72.25]"
840,893,75,7,4868.87,3,2,1,321,Gold,VIC,"(36.75, 54.5]"
1689,1787,0,6,4865.49,1,3,1,131,Diamond,VIC,"(54.5, 72.25]"
2556,2701,52,9,4863.469999999999,3,1,1,311,Gold,NSW,"(36.75, 54.5]"
1513,1599,19,11,4855.5,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
44,51,55,8,4855.4,3,1,1,311,Gold,VIC,"(54.5, 72.25]"
717,760,26,9,4847.05,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
2228,2353,81,10,4842.52,3,1,1,311,Gold,NSW,"(36.75, 54.5]"
697,739,1,10,4842.199999999999,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
1005,1068,4,14,4841.71,1,1,1,111,Diamond,NSW,"(54.5, 72.25]"
2737,2885,94,9,4839.41,4,1,1,411,Silver,NSW,"(36.75, 54.5]"
1071,1137,5,9,4837.1900000000005,1,1,1,111,Diamond,QLD,"(54.5, 72.25]"
1540,1627,24,8,4834.08,2,1,1,211,Platinum,QLD,"(18.929, 36.75]"
159,171,18,8,4833.139999999999,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
3191,3381,195,5,4829.4,4,3,1,431,Silver,VIC,"(54.5, 72.25]"
2052,2170,28,6,4828.540000000001,2,3,1,231,Platinum,NSW,"(36.75, 54.5]"
2238,2364,43,5,4826.5,2,3,1,231,Platinum,NSW,"(18.929, 36.75]"
1874,1980,73,8,4822.389999999999,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
3081,3258,17,8,4821.9,1,1,1,111,Diamond,NSW,"(54.5, 72.25]"
1865,1971,62,7,4812.99,3,2,1,321,Gold,NSW,"(36.75, 54.5]"
503,534,6,8,4809.950000000001,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
3051,3225,8,7,4805.02,1,2,1,121,Diamond,VIC,"(54.5, 72.25]"
2259,2385,31,8,4797.129999999999,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
824,875,63,6,4796.96,3,3,1,331,Gold,NSW,"(36.75, 54.5]"
1473,1557,75,7,4795.510000000001,3,2,1,321,Gold,VIC,"(54.5, 72.25]"
1996,2111,6,9,4790.820000000001,1,1,1,111,Diamond,NSW,"(54.5, 72.25]"
1797,1898,60,6,4787.35,3,3,1,331,Gold,QLD,"(36.75, 54.5]"
2911,3074,10,7,4781.58,1,2,1,121,Diamond,QLD,"(54.5, 72.25]"
906,963,60,12,4779.130000000002,3,1,1,311,Gold,NSW,"(36.75, 54.5]"
3177,3367,82,6,4779.069999999999,3,3,1,331,Gold,NSW,"(18.929, 36.75]"
748,793,1,10,4778.329999999998,1,1,1,111,Diamond,NSW,"(18.929, 36.75]"
2449,2587,64,9,4776.429999999999,3,1,1,311,Gold,QLD,"(36.75, 54.5]"
787,833,25,8,4776.1,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
2732,2880,18,8,4772.56,2,1,1,211,Platinum,VIC,"(36.75, 54.5]"
2171,2292,45,7,4768.849999999999,3,2,1,321,Gold,NSW,"(36.75, 54.5]"
37,44,35,7,4768.28,2,2,1,221,Platinum,NSW,"(54.5, 72.25]"
2064,2182,17,8,4766.820000000001,1,1,1,111,Diamond,NSW,"(18.929, 36.75]"
2878,3039,69,9,4762.49,3,1,1,311,Gold,VIC,"(54.5, 72.25]"
2540,2683,16,6,4760.68,1,3,1,131,Diamond,NSW,"(54.5, 72.25]"
1234,1308,15,5,4757.96,1,3,1,131,Diamond,NSW,"(54.5, 72.25]"
2581,2727,49,5,4757.21,3,3,1,331,Gold,NSW,"(18.929, 36.75]"
2625,2771,44,5,4754.2,2,3,1,231,Platinum,NSW,"(54.5, 72.25]"
816,866,98,5,4753.84,4,3,1,431,Silver,NSW,"(54.5, 72.25]"
1239,1313,7,7,4753.51,1,2,1,121,Diamond,NSW,"(18.929, 36.75]"
3173,3361,44,6,4752.700000000001,2,3,1,231,Platinum,NSW,"(18.929, 36.75]"
290,310,8,7,4744.1900000000005,1,2,1,121,Diamond,NSW,"(54.5, 72.25]"
817,867,293,6,4743.7,4,3,1,431,Silver,NSW,"(54.5, 72.25]"
3049,3221,111,9,4743.61,4,1,1,411,Silver,NSW,"(18.929, 36.75]"
2324,2455,75,8,4737.679999999999,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
2328,2459,53,11,4737.3,3,1,1,311,Gold,NSW,"(18.929, 36.75]"
1220,1293,239,5,4736.69,4,3,1,431,Silver,NSW,"(18.929, 36.75]"
2163,2284,34,7,4735.67,2,2,1,221,Platinum,VIC,"(36.75, 54.5]"
2070,2188,70,6,4735.32,3,3,1,331,Gold,NSW,"(36.75, 54.5]"
2986,3153,127,5,4732.48,4,3,1,431,Silver,NSW,"(36.75, 54.5]"
1589,1678,68,9,4732.320000000001,3,1,1,311,Gold,VIC,"(54.5, 72.25]"
797,844,31,9,4730.32,2,1,1,211,Platinum,VIC,"(36.75, 54.5]"
2795,2951,85,9,4729.7300000000005,3,1,1,311,Gold,NSW,"(36.75, 54.5]"
414,435,102,4,4727.750000000001,4,4,1,441,Bronze,VIC,"(36.75, 54.5]"
344,365,50,7,4724.04,3,2,1,321,Gold,VIC,"(36.75, 54.5]"
2741,2889,105,5,4722.62,4,3,1,431,Silver,VIC,"(54.5, 72.25]"
486,516,19,10,4722.210000000001,2,1,1,211,Platinum,NSW,"(36.75, 54.5]"
1909,2017,12,6,4721.62,1,3,1,131,Diamond,VIC,"(18.929, 36.75]"
2659,2805,3,5,4721.49,1,3,1,131,Diamond,VIC,"(36.75, 54.5]"
2220,2345,0,5,4719.95,1,3,1,131,Diamond,NSW,"(18.929, 36.75]"
2468,2606,5,10,4718.43,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
1264,1339,102,5,4713.22,4,3,1,431,Silver,NSW,"(36.75, 54.5]"
1833,1937,34,7,4712.24,2,2,1,221,Platinum,NSW,"(36.75, 54.5]"
2251,2377,7,5,4707.549999999999,1,3,1,131,Diamond,VIC,"(18.929, 36.75]"
696,738,69,8,4706.86,3,1,1,311,Gold,QLD,"(36.75, 54.5]"
1022,1086,13,9,4705.65,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
2024,2140,98,8,4700.15,4,1,1,411,Silver,QLD,"(18.929, 36.75]"
34,41,29,9,4698.89,2,1,1,211,Platinum,NSW,"(54.5, 72.25]"
970,1030,39,8,4698.599999999999,2,1,1,211,Platinum,VIC,"(36.75, 54.5]"
2674,2820,58,7,4695.94,3,2,1,321,Gold,NSW,"(36.75, 54.5]"
1739,1838,49,5,4691.45,3,3,1,331,Gold,QLD,"(36.75, 54.5]"
946,1006,37,8,4687.530000000001,2,1,1,211,Platinum,NSW,"(18.929, 36.75]"
1390,1471,5,5,4685.839999999999,1,3,1,131,Diamond,VIC,"(54.5, 72.25]"
221,235,2,11,4685.820000000001,1,1,1,111,Diamond,QLD,"(36.75, 54.5]"
1780,1880,67,5,4685.530000000001,3,3,1,331,Gold,VIC,"(36.75, 54.5]"
3181,3371,41,9,4677.689999999999,2,1,1,211,Platinum,QLD,"(36.75, 54.5]"
2242,2368,74,6,4675.97,3,3,1,331,Gold,NSW,"(36.75, 54.5]"
1837,1942,16,8,4675.1900000000005,1,1,1,111,Diamond,NSW,"(36.75, 54.5]"
2215,2339,11,9,4669.900000000001,1,1,1,111,Diamond,VIC,"(36.75, 54.5]"
3222,3415,61,6,4669.3,3,3,1,331,Gold,QLD,"(18.929, 36.75]"
1615,1706,2,8,4666.64,1,1,1,111,Diamond,QLD,"(36.75, 54.5]"
